split,sentence_id,token_id,token,label
test,264,8,with,O
test,264,9,experience,O
test,264,10,in,O
test,264,11,MLOps,B-DOMAIN_TERM
test,264,12,.,O
test,265,1,Afiniti,B-ORGANIZATION
test,265,2,is,O
test,265,3,hiring,O
test,265,4,graduates,O
test,265,5,skilled,O
test,265,6,in,O
test,265,7,vector,B-DOMAIN_TERM
test,265,8,database,I-DOMAIN_TERM
test,265,9,for,O
test,265,10,its,O
test,265,11,Riyadh,B-LOCATION
test,265,12,office,O
test,265,13,.,O
test,266,1,Hamza,B-PERSON
test,266,2,Siddiqui,I-PERSON
test,266,3,will,O
test,266,4,attend,O
test,266,5,an,O
test,266,6,interview,O
test,266,7,at,O
test,266,8,Lahore,B-ORGANIZATION
test,266,9,University,I-ORGANIZATION
test,266,10,of,I-ORGANIZATION
test,266,11,Management,I-ORGANIZATION
test,266,12,Sciences,I-ORGANIZATION
test,266,13,on,O
test,266,14,September,B-DATE
test,266,15,2026,I-DATE
test,266,16,.,O
test,267,1,The,O
test,267,2,natural,B-DOMAIN_TERM
test,267,3,language,I-DOMAIN_TERM
test,267,4,processing,I-DOMAIN_TERM
test,267,5,system,O
test,267,6,was,O
test,267,7,developed,O
test,267,8,by,O
test,267,9,Data,B-ORGANIZATION
test,267,10,Science,I-ORGANIZATION
test,267,11,Lab,I-ORGANIZATION
test,267,12,in,O
test,267,13,Johar,B-LOCATION
test,267,14,Town,I-LOCATION
test,267,15,.,O
test,268,1,Ahmed,B-PERSON
test,268,2,Rauf,I-PERSON
test,268,3,used,O
test,268,4,FastAPI,B-DOMAIN_TERM
test,268,5,to,O
test,268,6,improve,O
test,268,7,a,O
test,268,8,product,O
test,268,9,built,O
test,268,10,for,O
test,268,11,Lahore,B-ORGANIZATION
test,268,12,University,I-ORGANIZATION
test,268,13,of,I-ORGANIZATION
test,268,14,Management,I-ORGANIZATION
test,268,15,Sciences,I-ORGANIZATION
test,268,16,.,O
test,269,1,Punjab,B-ORGANIZATION
test,269,2,University,I-ORGANIZATION
test,269,3,released,O
test,269,4,its,O
test,269,5,feature,B-DOMAIN_TERM
test,269,6,engineering,I-DOMAIN_TERM
test,269,7,research,O
test,269,8,report,O
test,269,9,in,O
test,269,10,April,B-DATE
test,269,11,2025,I-DATE
test,269,12,.,O
test,270,1,Usman,B-PERSON
test,270,2,Malik,I-PERSON
test,270,3,moved,O
test,270,4,to,O
test,270,5,Lahore,B-LOCATION
test,270,6,in,O
test,270,7,January,B-DATE
test,270,8,2025,I-DATE
test,270,9,and,O
test,270,10,started,O
test,270,11,learning,O
test,270,12,LangChain,B-DOMAIN_TERM
test,270,13,.,O
test,271,1,Saad,B-PERSON
test,271,2,Qureshi,I-PERSON
test,271,3,joined,O
test,271,4,Techlogix,B-ORGANIZATION
test,271,5,in,O
test,271,6,Gulberg,B-LOCATION
test,271,7,Lahore,I-LOCATION
test,271,8,on,O
test,271,9,15,B-DATE
test,271,10,July,I-DATE
test,271,11,2026,I-DATE
test,271,12,to,O
test,271,13,work,O
test,271,14,on,O
test,271,15,spaCy,B-DOMAIN_TERM
test,271,16,.,O
test,272,1,Sara,B-PERSON
test,272,2,Ahmed,I-PERSON
test,272,3,presented,O
test,272,4,a,O
test,272,5,project,O
test,272,6,on,O
test,272,7,machine,B-DOMAIN_TERM
test,272,8,learning,I-DOMAIN_TERM
test,272,9,at,O
test,272,10,Google,B-ORGANIZATION
test,272,11,during,O
test,272,12,December,B-DATE
test,272,13,2025,I-DATE
test,272,14,.,O
test,273,1,Afiniti,B-ORGANIZATION
test,273,2,announced,O
test,273,3,a,O
test,273,4,new,O
test,273,5,computer,B-DOMAIN_TERM
test,273,6,vision,I-DOMAIN_TERM
test,273,7,team,O
test,273,8,in,O
test,273,9,Gulberg,B-LOCATION
test,273,10,Lahore,I-LOCATION
test,273,11,on,O
test,273,12,today,B-DATE
test,273,13,.,O
test,274,1,Ali,B-PERSON
test,274,2,Raza,I-PERSON
test,274,3,is,O
test,274,4,an,O
test,274,5,engineer,O
test,274,6,from,O
test,274,7,Johar,B-LOCATION
test,274,8,Town,I-LOCATION
test,274,9,with,O
test,274,10,experience,O
test,274,11,in,O
test,274,12,vector,B-DOMAIN_TERM
test,274,13,database,I-DOMAIN_TERM
test,274,14,.,O
test,275,1,Lahore,B-ORGANIZATION
test,275,2,University,I-ORGANIZATION
test,275,3,of,I-ORGANIZATION
test,275,4,Management,I-ORGANIZATION
test,275,5,Sciences,I-ORGANIZATION
test,275,6,is,O
test,275,7,hiring,O
test,275,8,graduates,O
test,275,9,skilled,O
test,275,10,in,O
test,275,11,named,B-DOMAIN_TERM
test,275,12,entity,I-DOMAIN_TERM
test,275,13,recognition,I-DOMAIN_TERM
test,275,14,for,O
test,275,15,its,O
test,275,16,Abu,B-LOCATION
test,275,17,Dhabi,I-LOCATION
test,275,18,office,O
test,275,19,.,O
test,276,1,Ahmed,B-PERSON
test,276,2,Rauf,I-PERSON
test,276,3,will,O
test,276,4,attend,O
test,276,5,an,O
test,276,6,interview,O
test,276,7,at,O
test,276,8,Data,B-ORGANIZATION
test,276,9,Science,I-ORGANIZATION
test,276,10,Lab,I-ORGANIZATION
test,276,11,on,O
test,276,12,April,B-DATE
test,276,13,2025,I-DATE
test,276,14,.,O
test,277,1,The,O
test,277,2,MLOps,B-DOMAIN_TERM
test,277,3,system,O
test,277,4,was,O
test,277,5,developed,O
test,277,6,by,O
test,277,7,Techlogix,B-ORGANIZATION
test,277,8,in,O
test,277,9,United,B-LOCATION
test,277,10,Arab,I-LOCATION
test,277,11,Emirates,I-LOCATION
test,277,12,.,O
test,278,1,Nida,B-PERSON
test,278,2,Aslam,I-PERSON
test,278,3,used,O
test,278,4,data,B-DOMAIN_TERM
test,278,5,preprocessing,I-DOMAIN_TERM
test,278,6,to,O
test,278,7,improve,O
test,278,8,a,O
test,278,9,product,O
test,278,10,built,O
test,278,11,for,O
test,278,12,Data,B-ORGANIZATION
test,278,13,Science,I-ORGANIZATION
test,278,14,Lab,I-ORGANIZATION
test,278,15,.,O
test,279,1,Confiz,B-ORGANIZATION
test,279,2,released,O
test,279,3,its,O
test,279,4,token,B-DOMAIN_TERM
test,279,5,classification,I-DOMAIN_TERM
test,279,6,research,O
test,279,7,report,O
test,279,8,in,O
test,279,9,today,B-DATE
test,279,10,.,O
test,280,1,Zainab,B-PERSON
test,280,2,Iqbal,I-PERSON
test,280,3,moved,O
test,280,4,to,O
test,280,5,Karachi,B-LOCATION
test,280,6,in,O
test,280,7,next,B-DATE
test,280,8,Friday,I-DATE
test,280,9,and,O
test,280,10,started,O
test,280,11,learning,O
test,280,12,large,B-DOMAIN_TERM
test,280,13,language,I-DOMAIN_TERM
test,280,14,models,I-DOMAIN_TERM
test,280,15,.,O
test,281,1,Sara,B-PERSON
test,281,2,Ahmed,I-PERSON
test,281,3,joined,O
test,281,4,Microsoft,B-ORGANIZATION
test,281,5,Pakistan,I-ORGANIZATION
test,281,6,in,O
test,281,7,Islamabad,B-LOCATION
test,281,8,on,O
test,281,9,tomorrow,B-DATE
test,281,10,to,O
test,281,11,work,O
test,281,12,on,O
test,281,13,token,B-DOMAIN_TERM
test,281,14,classification,I-DOMAIN_TERM
test,281,15,.,O
test,282,1,Jamal,B-PERSON
test,282,2,Masood,I-PERSON
test,282,3,presented,O
test,282,4,a,O
test,282,5,project,O
test,282,6,on,O
test,282,7,natural,B-DOMAIN_TERM
test,282,8,language,I-DOMAIN_TERM
test,282,9,processing,I-DOMAIN_TERM
test,282,10,at,O
test,282,11,Systems,B-ORGANIZATION
test,282,12,Limited,I-ORGANIZATION
test,282,13,during,O
test,282,14,5,B-DATE
test,282,15,May,I-DATE
test,282,16,2026,I-DATE
test,282,17,.,O
test,283,1,Techlogix,B-ORGANIZATION
test,283,2,announced,O
test,283,3,a,O
test,283,4,new,O
test,283,5,computer,B-DOMAIN_TERM
test,283,6,vision,I-DOMAIN_TERM
test,283,7,team,O
test,283,8,in,O
test,283,9,Dubai,B-LOCATION
test,283,10,on,O
test,283,11,next,B-DATE
test,283,12,Friday,I-DATE
test,283,13,.,O
test,284,1,Zainab,B-PERSON
test,284,2,Iqbal,I-PERSON
test,284,3,is,O
test,284,4,an,O
test,284,5,engineer,O
test,284,6,from,O
test,284,7,Abu,B-LOCATION
test,284,8,Dhabi,I-LOCATION
test,284,9,with,O
test,284,10,experience,O
test,284,11,in,O
test,284,12,model,B-DOMAIN_TERM
test,284,13,fine,I-DOMAIN_TERM
test,284,14,tuning,I-DOMAIN_TERM
test,284,15,.,O
test,285,1,Arbisoft,B-ORGANIZATION
test,285,2,is,O
test,285,3,hiring,O
test,285,4,graduates,O
test,285,5,skilled,O
test,285,6,in,O
test,285,7,data,B-DOMAIN_TERM
test,285,8,preprocessing,I-DOMAIN_TERM
test,285,9,for,O
test,285,10,its,O
test,285,11,Islamabad,B-LOCATION
test,285,12,office,O
test,285,13,.,O
test,286,1,Danish,B-PERSON
test,286,2,Ali,I-PERSON
test,286,3,will,O
test,286,4,attend,O
test,286,5,an,O
test,286,6,interview,O
test,286,7,at,O
test,286,8,OpenAI,B-ORGANIZATION
test,286,9,on,O
test,286,10,Monday,B-DATE
test,286,11,.,O
test,287,1,The,O
test,287,2,feature,B-DOMAIN_TERM
test,287,3,engineering,I-DOMAIN_TERM
test,287,4,system,O
test,287,5,was,O
test,287,6,developed,O
test,287,7,by,O
test,287,8,Arbisoft,B-ORGANIZATION
test,287,9,in,O
test,287,10,Rawalpindi,B-LOCATION
test,287,11,.,O
test,288,1,Bilal,B-PERSON
test,288,2,Hussain,I-PERSON
test,288,3,used,O
test,288,4,machine,B-DOMAIN_TERM
test,288,5,learning,I-DOMAIN_TERM
test,288,6,to,O
test,288,7,improve,O
test,288,8,a,O
test,288,9,product,O
test,288,10,built,O
test,288,11,for,O
test,288,12,Microsoft,B-ORGANIZATION
test,288,13,Pakistan,I-ORGANIZATION
test,288,14,.,O
test,289,1,Pakistani,B-ORGANIZATION
test,289,2,Software,I-ORGANIZATION
test,289,3,Export,I-ORGANIZATION
test,289,4,Board,I-ORGANIZATION
test,289,5,released,O
test,289,6,its,O
test,289,7,LangGraph,B-DOMAIN_TERM
test,289,8,research,O
test,289,9,report,O
test,289,10,in,O
test,289,11,today,B-DATE
test,289,12,.,O
test,290,1,Fatima,B-PERSON
test,290,2,Noor,I-PERSON
test,290,3,moved,O
test,290,4,to,O
test,290,5,Riyadh,B-LOCATION
test,290,6,in,O
test,290,7,26,B-DATE
test,290,8,June,I-DATE
test,290,9,2026,I-DATE
test,290,10,and,O
test,290,11,started,O
test,290,12,learning,O
test,290,13,REST,B-DOMAIN_TERM
test,290,14,API,I-DOMAIN_TERM
test,290,15,.,O
test,291,1,Maryam,B-PERSON
test,291,2,Tariq,I-PERSON
test,291,3,joined,O
test,291,4,Punjab,B-ORGANIZATION
test,291,5,University,I-ORGANIZATION
test,291,6,in,O
test,291,7,Abu,B-LOCATION
test,291,8,Dhabi,I-LOCATION
test,291,9,on,O
test,291,10,tomorrow,B-DATE
test,291,11,to,O
test,291,12,work,O
test,291,13,on,O
test,291,14,BIO,B-DOMAIN_TERM
test,291,15,tagging,I-DOMAIN_TERM
test,291,16,.,O
test,292,1,Omar,B-PERSON
test,292,2,Farooq,I-PERSON
test,292,3,presented,O
test,292,4,a,O
test,292,5,project,O
test,292,6,on,O
test,292,7,FastAPI,B-DOMAIN_TERM
test,292,8,at,O
test,292,9,Data,B-ORGANIZATION
test,292,10,Science,I-ORGANIZATION
test,292,11,Lab,I-ORGANIZATION
test,292,12,during,O
test,292,13,Monday,B-DATE
test,292,14,.,O
test,293,1,NetSol,B-ORGANIZATION
test,293,2,Technologies,I-ORGANIZATION
test,293,3,announced,O
test,293,4,a,O
test,293,5,new,O
test,293,6,REST,B-DOMAIN_TERM
test,293,7,API,I-DOMAIN_TERM
test,293,8,team,O
test,293,9,in,O
test,293,10,Rawalpindi,B-LOCATION
test,293,11,on,O
test,293,12,next,B-DATE
test,293,13,Friday,I-DATE
test,293,14,.,O
test,294,1,Hira,B-PERSON
test,294,2,Shah,I-PERSON
test,294,3,is,O
test,294,4,an,O
test,294,5,engineer,O
test,294,6,from,O
test,294,7,Faisalabad,B-LOCATION
test,294,8,with,O
test,294,9,experience,O
test,294,10,in,O
test,294,11,token,B-DOMAIN_TERM
test,294,12,classification,I-DOMAIN_TERM
test,294,13,.,O
test,295,1,Data,B-ORGANIZATION
test,295,2,Science,I-ORGANIZATION
test,295,3,Lab,I-ORGANIZATION
test,295,4,is,O
test,295,5,hiring,O
test,295,6,graduates,O
test,295,7,skilled,O
test,295,8,in,O
test,295,9,BIO,B-DOMAIN_TERM
test,295,10,tagging,I-DOMAIN_TERM
test,295,11,for,O
test,295,12,its,O
test,295,13,United,B-LOCATION
test,295,14,Arab,I-LOCATION
test,295,15,Emirates,I-LOCATION
test,295,16,office,O
test,295,17,.,O
test,296,1,Jamal,B-PERSON
test,296,2,Masood,I-PERSON
test,296,3,will,O
test,296,4,attend,O
test,296,5,an,O
test,296,6,interview,O
test,296,7,at,O
test,296,8,OpenAI,B-ORGANIZATION
test,296,9,on,O
test,296,10,today,B-DATE
test,296,11,.,O
test,297,1,The,O
test,297,2,Hugging,B-DOMAIN_TERM
test,297,3,Face,I-DOMAIN_TERM
test,297,4,Transformers,I-DOMAIN_TERM
test,297,5,system,O
test,297,6,was,O
test,297,7,developed,O
test,297,8,by,O
test,297,9,Pakistani,B-ORGANIZATION
test,297,10,Software,I-ORGANIZATION
test,297,11,Export,I-ORGANIZATION
test,297,12,Board,I-ORGANIZATION
test,297,13,in,O
test,297,14,Pakistan,B-LOCATION
test,297,15,.,O
test,298,1,Maryam,B-PERSON
test,298,2,Tariq,I-PERSON
test,298,3,used,O
test,298,4,data,B-DOMAIN_TERM
test,298,5,preprocessing,I-DOMAIN_TERM
test,298,6,to,O
test,298,7,improve,O
test,298,8,a,O
test,298,9,product,O
test,298,10,built,O
test,298,11,for,O
test,298,12,National,B-ORGANIZATION
test,298,13,University,I-ORGANIZATION
test,298,14,of,I-ORGANIZATION
test,298,15,Sciences,I-ORGANIZATION
test,298,16,and,I-ORGANIZATION
test,298,17,Technology,I-ORGANIZATION
test,298,18,.,O
test,299,1,Confiz,B-ORGANIZATION
test,299,2,released,O
test,299,3,its,O
test,299,4,data,B-DOMAIN_TERM
test,299,5,preprocessing,I-DOMAIN_TERM
test,299,6,research,O
test,299,7,report,O
test,299,8,in,O
test,299,9,Monday,B-DATE
test,299,10,.,O
test,300,1,Bilal,B-PERSON
test,300,2,Hussain,I-PERSON
test,300,3,moved,O
test,300,4,to,O
test,300,5,Johar,B-LOCATION
test,300,6,Town,I-LOCATION
test,300,7,in,O
test,300,8,tomorrow,B-DATE
test,300,9,and,O
test,300,10,started,O
test,300,11,learning,O
test,300,12,MLOps,B-DOMAIN_TERM
test,300,13,.,O
